111,"""mid:111""",8273290538659802269,"""mun:111""",6296367092202729479,"""dun:111""","""empe:111""","""mobile:111""","""gender:111""","""age:111""","""rs:111""","""fpd:111""",0.9789293555766876,0.9222122589217269,"""dpfpd:111""",0.09083727535388708,0.4931419977048804
112,"""mid:112""",8549944162621642512,"""mun:112""",8807817071862113702,"""dun:112""","""empe:112""","""mobile:112""","""gender:112""","""age:112""","""rs:112""","""fpd:112""",0.3479539636282229,0.6908388315056789,"""dpfpd:112""",0.7109071952999951,0.5637795958152644
113,"""mid:113""",5990482929064819019,"""mun:113""",5089134323978233018,"""dun:113""","""empe:113""","""mobile:113""","""gender:113""","""age:113""","""rs:113""","""fpd:113""",0.7558235074915978,0.40380328579570035,"""dpfpd:113""",0.13065111702897217,0.9859647293402467
114,"""mid:114""",8267293389953062911,"""mun:114""",2970700287221458280,"""dun:114""","""empe:114""","""mobile:114""","""gender:114""","""age:114""","""rs:114""","""fpd:114""",0.7211477651926741,0.6445397825093294,"""dpfpd:114""",0.08552050754191123,0.6695752976997745
115,"""mid:115""",5743654948930018631,"""mun:115""",3409814636252858217,"""dun:115""","""empe:115""","""mobile:115""","""gender:115""","""age:115""","""rs:115""","""fpd:115""",0.2368225468054852,0.5352818906344061,"""dpfpd:115""",0.18724610140105305,0.2388407028053186
116,"""mid:116""",5793183108815074904,"""mun:116""",1169089424364679180,"""dun:116""","""empe:116""","""mobile:116""","""gender:116""","""age:116""","""rs:116""","""fpd:116""",0.28133029380535923,0.41032284435628247,"""dpfpd:116""",0.43491247389145765,0.6250950283005304
117,"""mid:117""",5074209722772702441,"""mun:117""",5751776211841778805,"""dun:117""","""empe:117""","""mobile:117""","""gender:117""","""age:117""","""rs:117""","""fpd:117""",0.7291807267342981,0.8305339189948062,"""dpfpd:117""",0.0005138155161213613,0.7360686014954314
118,"""mid:118""",3689199053531163850,"""mun:118""",4592022834646721379,"""dun:118""","""empe:118""","""mobile:118""","""gender:118""","""age:118""","""rs:118""","""fpd:118""",0.6039781022829275,0.40961827788499267,"""dpfpd:118""",0.02967128127488647,0.0019038945142366389
119,"""mid:119""",26222426471854123,"""mun:119""",8446960703956728189,"""dun:119""","""empe:119""","""mobile:119""","""gender:119""","""age:119""","""rs:119""","""fpd:119""",0.5898341850049194,0.559392449071014,"""dpfpd:119""",0.8154051709333606,0.8780117586524
120,"""mid:120""",4228385537401050629,"""mun:120""",5535550569387508244,"""dun:120""","""empe:120""","""mobile:120""","""gender:120""","""age:120""","""rs:120""","""fpd:120""",0.02626515060968944,0.8458327872480417,"""dpfpd:120""",0.24969320116349378,0.641784290799583
121,"""mid:121""",2282476590775666788,"""mun:121""",1601692462255737514,"""dun:121""","""empe:121""","""mobile:121""","""gender:121""","""age:121""","""rs:121""","""fpd:121""",0.5926237532124455,0.8143945509670211,"""dpfpd:121""",0.6938381365172095,0.03032254783300687
122,"""mid:122""",4973335412664053511,"""mun:122""",8999011805617471788,"""dun:122""","""empe:122""","""mobile:122""","""gender:122""","""age:122""","""rs:122""","""fpd:122""",0.7507630564795985,0.2940063127950149,"""dpfpd:122""",0.7531612777367586,0.150964044979607
123,"""mid:123""",3281373847403844559,"""mun:123""",7673207765878545335,"""dun:123""","""empe:123""","""mobile:123""","""gender:123""","""age:123""","""rs:123""","""fpd:123""",0.2318300419376769,0.6278346050000227,"""dpfpd:123""",0.4983943012759756,0.08983608926036683
124,"""mid:124""",232373264269878397,"""mun:124""",3617555776104743529,"""dun:124""","""empe:124""","""mobile:124""","""gender:124""","""age:124""","""rs:124""","""fpd:124""",0.5893830864007992,0.9296116354490302,"""dpfpd:124""",0.572086801443084,0.5885763451434821
125,"""mid:125""",3797840465501570741,"""mun:125""",5096654515527008449,"""dun:125""","""empe:125""","""mobile:125""","""gender:125""","""age:125""","""rs:125""","""fpd:125""",0.49160739613162047,0.9579539135375136,"""dpfpd:125""",0.7972085409108028,0.10738111282075208
126,"""mid:126""",7222222877500009439,"""mun:126""",3627100269752912500,"""dun:126""","""empe:126""","""mobile:126""","""gender:126""","""age:126""","""rs:126""","""fpd:126""",0.1304138461737918,0.19003276633920804,"""dpfpd:126""",0.7398257810158336,0.6540414092312797
127,"""mid:127""",907430288210826867,"""mun:127""",4799660975768660701,"""dun:127""","""empe:127""","""mobile:127""","""gender:127""","""age:127""","""rs:127""","""fpd:127""",0.09972966371993512,0.15184340208190175,"""dpfpd:127""",0.07619026230375504,0.3152080853201245
128,"""mid:128""",1472519844697410736,"""mun:128""",1271018128506549375,"""dun:128""","""empe:128""","""mobile:128""","""gender:128""","""age:128""","""rs:128""","""fpd:128""",0.32261068286779754,0.5390745170394794,"""dpfpd:128""",0.5708516273454957,0.5127817581110815
129,"""mid:129""",6310401763252345915,"""mun:129""",6023232766987393410,"""dun:129""","""empe:129""","""mobile:129""","""gender:129""","""age:129""","""rs:129""","""fpd:129""",0.524499759549865,0.654270134424146,"""dpfpd:129""",0.7163683749016712,0.6366442140381798
130,"""mid:130""",118298131398851786,"""mun:130""",282993306652397236,"""dun:130""","""empe:130""","""mobile:130""","""gender:130""","""age:130""","""rs:130""","""fpd:130""",0.098030874806305,0.3691117091643448,"""dpfpd:130""",0.826454125634742,0.34768170859156955
131,"""mid:131""",3175745506366470758,"""mun:131""",2333511498762714912,"""dun:131""","""empe:131""","""mobile:131""","""gender:131""","""age:131""","""rs:131""","""fpd:131""",0.21647114665497036,0.5550021356347942,"""dpfpd:131""",0.4020708452718306,0.5064970636764183
132,"""mid:132""",1555795336100853140,"""mun:132""",3056332746016649150,"""dun:132""","""empe:132""","""mobile:132""","""gender:132""","""age:132""","""rs:132""","""fpd:132""",0.8279280961505588,0.7002878731458151,"""dpfpd:132""",0.05792625966433577,0.9991594902203332
133,"""mid:133""",3795789878164796056,"""mun:133""",1030016721962416240,"""dun:133""","""empe:133""","""mobile:133""","""gender:133""","""age:133""","""rs:133""","""fpd:133""",0.7807540845584926,0.09211762444074219,"""dpfpd:133""",0.05349462449440764,0.7146958158916296
134,"""mid:134""",2312873759091576466,"""mun:134""",7827257152212568400,"""dun:134""","""empe:134""","""mobile:134""","""gender:134""","""age:134""","""rs:134""","""fpd:134""",0.9738818740706728,0.21256094905031958,"""dpfpd:134""",0.021533783325605065,0.9451947603888259
135,"""mid:135""",857498332500047840,"""mun:135""",5956761487052003905,"""dun:135""","""empe:135""","""mobile:135""","""gender:135""","""age:135""","""rs:135""","""fpd:135""",0.31188554282705405,0.44846436394045647,"""dpfpd:135""",0.4872392485803695,0.08247967651135
136,"""mid:136""",6196529791989710666,"""mun:136""",3691085478146778751,"""dun:136""","""empe:136""","""mobile:136""","""gender:136""","""age:136""","""rs:136""","""fpd:136""",0.9002751472643116,0.9498832061012532,"""dpfpd:136""",0.31933126760711733,0.4993854937524132
137,"""mid:137""",3693336236578760367,"""mun:137""",182702735967048418,"""dun:137""","""empe:137""","""mobile:137""","""gender:137""","""age:137""","""rs:137""","""fpd:137""",0.6450388660194482,0.42868843006993296,"""dpfpd:137""",0.33959675138730994,0.8874475008505005
138,"""mid:138""",2179736218039354276,"""mun:138""",7055955377579800709,"""dun:138""","""empe:138""","""mobile:138""","""gender:138""","""age:138""","""rs:138""","""fpd:138""",0.035754647436084384,0.7275772560415229,"""dpfpd:138""",0.6258366269581253,0.5130875060878567
139,"""mid:139""",668218148154650895,"""mun:139""",6679834046069956428,"""dun:139""","""empe:139""","""mobile:139""","""gender:139""","""age:139""","""rs:139""","""fpd:139""",0.8798448463057091,0.9777634773577185,"""dpfpd:139""",0.8475002622646813,0.8321979381499331
140,"""mid:140""",2285962244650537874,"""mun:140""",8424619375577601358,"""dun:140""","""empe:140""","""mobile:140""","""gender:140""","""age:140""","""rs:140""","""fpd:140""",0.07503721013465342,0.8351038011543529,"""dpfpd:140""",0.6293316916453007,0.7517405788967347
141,"""mid:141""",5829202798403814789,"""mun:141""",894060311800635659,"""dun:141""","""empe:141""","""mobile:141""","""gender:141""","""age:141""","""rs:141""","""fpd:141""",0.014827369494876504,0.5838347418625311,"""dpfpd:141""",0.06875619520215474,0.9982738110084945
142,"""mid:142""",5987706288303929262,"""mun:142""",9089315661248809866,"""dun:142""","""empe:142""","""mobile:142""","""gender:142""","""age:142""","""rs:142""","""fpd:142""",0.8348057602192125,0.33205608571906026,"""dpfpd:142""",0.6613931805833426,0.9560206265966097
143,"""mid:143""",2863951798888068528,"""mun:143""",1700703970914539462,"""dun:143""","""empe:143""","""mobile:143""","""gender:143""","""age:143""","""rs:143""","""fpd:143""",0.967094341371773,0.8332418155281546,"""dpfpd:143""",0.3095484505273281,0.8058717675376446
144,"""mid:144""",3849151503115641777,"""mun:144""",6627273654189079311,"""dun:144""","""empe:144""","""mobile:144""","""gender:144""","""age:144""","""rs:144""","""fpd:144""",0.40673677545039083,0.8958032677441458,"""dpfpd:144""",0.9581763626025936,0.018713221139656417
145,"""mid:145""",7301888237939937549,"""mun:145""",3906588315672313728,"""dun:145""","""empe:145""","""mobile:145""","""gender:145""","""age:145""","""rs:145""","""fpd:145""",0.015181277223073395,0.43269824007906393,"""dpfpd:145""",0.9047762370657334,0.8557044145748864
146,"""mid:146""",395882274225087444,"""mun:146""",6078483789577219757,"""dun:146""","""empe:146""","""mobile:146""","""gender:146""","""age:146""","""rs:146""","""fpd:146""",0.34785904313005395,0.5034867900486911,"""dpfpd:146""",0.8399474211705598,0.023109568410543832
147,"""mid:147""",1147050999855880703,"""mun:147""",2408919902728845389,"""dun:147""","""empe:147""","""mobile:147""","""gender:147""","""age:147""","""rs:147""","""fpd:147""",0.8349475064934941,0.3148047959559753,"""dpfpd:147""",0.007681206474088089,0.8997501257175273
148,"""mid:148""",3415115241852746098,"""mun:148""",924176429564889229,"""dun:148""","""empe:148""","""mobile:148""","""gender:148""","""age:148""","""rs:148""","""fpd:148""",0.6432040265702031,0.7698890899830834,"""dpfpd:148""",0.7911253356619845,0.26238190747072776
149,"""mid:149""",3199254614884960538,"""mun:149""",1979831076014665824,"""dun:149""","""empe:149""","""mobile:149""","""gender:149""","""age:149""","""rs:149""","""fpd:149""",0.8220928971765717,0.3511342996652132,"""dpfpd:149""",0.599194252505881,0.5783512569311121
150,"""mid:150""",3814611319475495699,"""mun:150""",1105425832417481917,"""dun:150""","""empe:150""","""mobile:150""","""gender:150""","""age:150""","""rs:150""","""fpd:150""",0.911613706791599,0.05378558010574821,"""dpfpd:150""",0.22891758676059876,0.3241739630613883
151,"""mid:151""",3235237269844622367,"""mun:151""",3221620069009153834,"""dun:151""","""empe:151""","""mobile:151""","""gender:151""","""age:151""","""rs:151""","""fpd:151""",0.3038021298543657,0.9687461599658117,"""dpfpd:151""",0.6715265504608378,0.2079431283731565
152,"""mid:152""",8883393020643919152,"""mun:152""",2787324935434715274,"""dun:152""","""empe:152""","""mobile:152""","""gender:152""","""age:152""","""rs:152""","""fpd:152""",0.807941080954808,0.1340841627502418,"""dpfpd:152""",0.9477602891945563,0.6408648211682538
153,"""mid:153""",8792260137839713552,"""mun:153""",7469771288848620037,"""dun:153""","""empe:153""","""mobile:153""","""gender:153""","""age:153""","""rs:153""","""fpd:153""",0.1815908467575638,0.9427573715373733,"""dpfpd:153""",0.8312410355437677,0.4946804357820598
154,"""mid:154""",7888845532527976373,"""mun:154""",6555455521637047278,"""dun:154""","""empe:154""","""mobile:154""","""gender:154""","""age:154""","""rs:154""","""fpd:154""",0.27349475629159786,0.4076328718919816,"""dpfpd:154""",0.9097612825191185,0.9443971387003045
155,"""mid:155""",4599072613113293648,"""mun:155""",2662218518393240646,"""dun:155""","""empe:155""","""mobile:155""","""gender:155""","""age:155""","""rs:155""","""fpd:155""",0.9758952564996382,0.45258447627808124,"""dpfpd:155""",0.044990698677957075,0.31536198151820755
156,"""mid:156""",8779784548283578595,"""mun:156""",6931945918825248378,"""dun:156""","""empe:156""","""mobile:156""","""gender:156""","""age:156""","""rs:156""","""fpd:156""",0.5357909989896142,0.6697145888351075,"""dpfpd:156""",0.8651749974832864,0.4588844539038894
157,"""mid:157""",5336190215977042753,"""mun:157""",4441328693759828549,"""dun:157""","""empe:157""","""mobile:157""","""gender:157""","""age:157""","""rs:157""","""fpd:157""",0.5506157619831827,0.9506232438081543,"""dpfpd:157""",0.5098654204729554,0.7425147296618299
158,"""mid:158""",4526775788405064679,"""mun:158""",610139110116695364,"""dun:158""","""empe:158""","""mobile:158""","""gender:158""","""age:158""","""rs:158""","""fpd:158""",0.2624906626498994,0.9254679440779998,"""dpfpd:158""",0.3714866516582223,0.4094194000310731
159,"""mid:159""",3834635091911834437,"""mun:159""",897079919269759687,"""dun:159""","""empe:159""","""mobile:159""","""gender:159""","""age:159""","""rs:159""","""fpd:159""",0.9016276244796935,0.004444659798132893,"""dpfpd:159""",0.2739245433510268,0.10930666111680035
160,"""mid:160""",7890118970448673079,"""mun:160""",2370917188348119211,"""dun:160""","""empe:160""","""mobile:160""","""gender:160""","""age:160""","""rs:160""","""fpd:160""",0.9891320920320221,0.9264114223681271,"""dpfpd:160""",0.1709460320883929,0.3038871248932524
161,"""mid:161""",4920221184931143134,"""mun:161""",1627829365734183404,"""dun:161""","""empe:161""","""mobile:161""","""gender:161""","""age:161""","""rs:161""","""fpd:161""",0.8135907747765283,0.7051371238012589,"""dpfpd:161""",0.2572075574213995,0.25036892046498466
162,"""mid:162""",3090700013366362326,"""mun:162""",6928971834681547936,"""dun:162""","""empe:162""","""mobile:162""","""gender:162""","""age:162""","""rs:162""","""fpd:162""",0.0048797826077860845,0.8409932064362602,"""dpfpd:162""",0.2295735886966574,0.013285547727582237
163,"""mid:163""",8761626118042981173,"""mun:163""",8295237617862628623,"""dun:163""","""empe:163""","""mobile:163""","""gender:163""","""age:163""","""rs:163""","""fpd:163""",0.9626242011438862,0.043000361954927006,"""dpfpd:163""",0.7126626121646726,0.05109409825821224
164,"""mid:164""",3758820220073170903,"""mun:164""",4387533857321374987,"""dun:164""","""empe:164""","""mobile:164""","""gender:164""","""age:164""","""rs:164""","""fpd:164""",0.34746838606940983,0.04071993871109642,"""dpfpd:164""",0.5975662051444081,0.26012467360309705
165,"""mid:165""",7681739409063232371,"""mun:165""",8859025831836355027,"""dun:165""","""empe:165""","""mobile:165""","""gender:165""","""age:165""","""rs:165""","""fpd:165""",0.9367075689065375,0.2293202384473396,"""dpfpd:165""",0.7203131001891496,0.756482324268764
166,"""mid:166""",4151937124825921017,"""mun:166""",3126514565252526808,"""dun:166""","""empe:166""","""mobile:166""","""gender:166""","""age:166""","""rs:166""","""fpd:166""",0.472492052251115,0.9859943600081704,"""dpfpd:166""",0.36233147712894287,0.24965500730361836
167,"""mid:167""",441507584051665729,"""mun:167""",7283855682742174347,"""dun:167""","""empe:167""","""mobile:167""","""gender:167""","""age:167""","""rs:167""","""fpd:167""",0.7562101814022738,0.6574690455599712,"""dpfpd:167""",0.2209988520356824,0.6575053763818192
168,"""mid:168""",3604885279423074921,"""mun:168""",8478626249766814413,"""dun:168""","""empe:168""","""mobile:168""","""gender:168""","""age:168""","""rs:168""","""fpd:168""",0.14968548168959894,0.5203920220601794,"""dpfpd:168""",0.7655885318342354,0.24818246016761236
169,"""mid:169""",4200729165879719289,"""mun:169""",6454415607959610763,"""dun:169""","""empe:169""","""mobile:169""","""gender:169""","""age:169""","""rs:169""","""fpd:169""",0.08196946696466764,0.5122720329429057,"""dpfpd:169""",0.26638179337652607,0.6220016345973344
170,"""mid:170""",913761085841340441,"""mun:170""",1296578177524860950,"""dun:170""","""empe:170""","""mobile:170""","""gender:170""","""age:170""","""rs:170""","""fpd:170""",0.15920356466786856,0.9440150975942463,"""dpfpd:170""",0.6314765800673349,0.24579195449605964
171,"""mid:171""",8923660831665903600,"""mun:171""",4952771997674410968,"""dun:171""","""empe:171""","""mobile:171""","""gender:171""","""age:171""","""rs:171""","""fpd:171""",0.3381810952188099,0.6716676406616031,"""dpfpd:171""",0.8374659240734459,0.7338548372033181
172,"""mid:172""",4632169361618537662,"""mun:172""",3905856217637762879,"""dun:172""","""empe:172""","""mobile:172""","""gender:172""","""age:172""","""rs:172""","""fpd:172""",0.46303950236617286,0.9530446527485383,"""dpfpd:172""",0.7440726180661482,0.45518959189718156
173,"""mid:173""",2291242245054327208,"""mun:173""",6639772369511317743,"""dun:173""","""empe:173""","""mobile:173""","""gender:173""","""age:173""","""rs:173""","""fpd:173""",0.4237021994537764,0.7425908573712917,"""dpfpd:173""",0.6568482587078144,0.682521575399965
174,"""mid:174""",5873359330457121544,"""mun:174""",2292771974145066632,"""dun:174""","""empe:174""","""mobile:174""","""gender:174""","""age:174""","""rs:174""","""fpd:174""",0.3868614372344463,0.7699709528045788,"""dpfpd:174""",0.12636435926832457,0.2866377655128289
175,"""mid:175""",4716271477296376445,"""mun:175""",1831406912966687028,"""dun:175""","""empe:175""","""mobile:175""","""gender:175""","""age:175""","""rs:175""","""fpd:175""",0.9946063668723257,0.6359532835253209,"""dpfpd:175""",0.7273189933105949,0.4123154430150975
176,"""mid:176""",4741030610677849524,"""mun:176""",1210013397032407120,"""dun:176""","""empe:176""","""mobile:176""","""gender:176""","""age:176""","""rs:176""","""fpd:176""",0.5456026338512396,0.8450350165079077,"""dpfpd:176""",0.2932843538031215,0.7783038174399962
177,"""mid:177""",1307678331449684086,"""mun:177""",6035585797689261262,"""dun:177""","""empe:177""","""mobile:177""","""gender:177""","""age:177""","""rs:177""","""fpd:177""",0.6313482346468529,0.39396524478154943,"""dpfpd:177""",0.0014115440248851888,0.5658666144424519
178,"""mid:178""",8188436106924962695,"""mun:178""",4173417523730213087,"""dun:178""","""empe:178""","""mobile:178""","""gender:178""","""age:178""","""rs:178""","""fpd:178""",0.5961786585231289,0.6428353371366816,"""dpfpd:178""",0.8298384033630892,0.8103801590743087
179,"""mid:179""",608141484480652952,"""mun:179""",751471516496209043,"""dun:179""","""empe:179""","""mobile:179""","""gender:179""","""age:179""","""rs:179""","""fpd:179""",0.33551802219817817,0.49063473734720886,"""dpfpd:179""",0.6190296776466547,0.6276587359645659
180,"""mid:180""",2994313389762429967,"""mun:180""",7316112639016562625,"""dun:180""","""empe:180""","""mobile:180""","""gender:180""","""age:180""","""rs:180""","""fpd:180""",0.08418688550119664,0.2543257200511509,"""dpfpd:180""",0.6875681905604295,0.4202173656755083
181,"""mid:181""",204123665542931154,"""mun:181""",2001442147915836917,"""dun:181""","""empe:181""","""mobile:181""","""gender:181""","""age:181""","""rs:181""","""fpd:181""",0.07824573493651082,0.5638443341393955,"""dpfpd:181""",0.22857519266973128,0.36757356661613383
182,"""mid:182""",2509171113612625690,"""mun:182""",8303799689701838272,"""dun:182""","""empe:182""","""mobile:182""","""gender:182""","""age:182""","""rs:182""","""fpd:182""",0.6618300541680365,0.4451299089920236,"""dpfpd:182""",0.968744565816411,0.667613339955574
183,"""mid:183""",3360997352133560934,"""mun:183""",61122968712918070,"""dun:183""","""empe:183""","""mobile:183""","""gender:183""","""age:183""","""rs:183""","""fpd:183""",0.2061752842702243,0.782455054262922,"""dpfpd:183""",0.7664312698045661,0.8082416219927049
184,"""mid:184""",2655496301680460458,"""mun:184""",5625793171087407148,"""dun:184""","""empe:184""","""mobile:184""","""gender:184""","""age:184""","""rs:184""","""fpd:184""",0.4522039282394723,0.22650959076197102,"""dpfpd:184""",0.38905639165530426,0.24686460113721356
185,"""mid:185""",69437687694646870,"""mun:185""",1415563559236738350,"""dun:185""","""empe:185""","""mobile:185""","""gender:185""","""age:185""","""rs:185""","""fpd:185""",0.004489301491513168,0.9092035473471718,"""dpfpd:185""",0.23784091936527604,0.3272630685304311
186,"""mid:186""",7315578557719951231,"""mun:186""",3968741168316218081,"""dun:186""","""empe:186""","""mobile:186""","""gender:186""","""age:186""","""rs:186""","""fpd:186""",0.44009472089005885,0.09960947545721176,"""dpfpd:186""",0.7840206765672978,0.5220790936787113
187,"""mid:187""",942516886148531175,"""mun:187""",7824066832447018591,"""dun:187""","""empe:187""","""mobile:187""","""gender:187""","""age:187""","""rs:187""","""fpd:187""",0.16385844085171358,0.5654042126543889,"""dpfpd:187""",0.12119745631121061,0.27535449617052216
188,"""mid:188""",9207997407084704522,"""mun:188""",8571278187657403042,"""dun:188""","""empe:188""","""mobile:188""","""gender:188""","""age:188""","""rs:188""","""fpd:188""",0.10328868330084902,0.21087109674193696,"""dpfpd:188""",0.314590139237557,0.4724291506924252
189,"""mid:189""",1321403954333962126,"""mun:189""",3463177043058966924,"""dun:189""","""empe:189""","""mobile:189""","""gender:189""","""age:189""","""rs:189""","""fpd:189""",0.6878038995433429,0.7879010097201398,"""dpfpd:189""",0.03281587367327066,0.0963890594348332
190,"""mid:190""",3088154659918113028,"""mun:190""",4824814422205447232,"""dun:190""","""empe:190""","""mobile:190""","""gender:190""","""age:190""","""rs:190""","""fpd:190""",0.348580055442631,0.18027178584513548,"""dpfpd:190""",0.9147014220021253,0.36810106115736846
191,"""mid:191""",1461491922069311906,"""mun:191""",839491542014512762,"""dun:191""","""empe:191""","""mobile:191""","""gender:191""","""age:191""","""rs:191""","""fpd:191""",0.2631481339983502,0.3944866312415146,"""dpfpd:191""",0.1889547442836859,0.7558532255910314
192,"""mid:192""",5915534753761444308,"""mun:192""",2939326751770986079,"""dun:192""","""empe:192""","""mobile:192""","""gender:192""","""age:192""","""rs:192""","""fpd:192""",0.6283967430668859,0.2784447833137586,"""dpfpd:192""",0.3369850819097053,0.5774681270476576
193,"""mid:193""",3949956415341892322,"""mun:193""",1019092597011251431,"""dun:193""","""empe:193""","""mobile:193""","""gender:193""","""age:193""","""rs:193""","""fpd:193""",0.3467992512856615,0.3809836754593058,"""dpfpd:193""",0.8049930454838599,0.8830369117118917
194,"""mid:194""",3479918902331642405,"""mun:194""",1658785880069558655,"""dun:194""","""empe:194""","""mobile:194""","""gender:194""","""age:194""","""rs:194""","""fpd:194""",0.44730317876928205,0.1893724701430174,"""dpfpd:194""",0.0988527767942791,0.1646351770617486
195,"""mid:195""",244646985592578051,"""mun:195""",6006020162466853659,"""dun:195""","""empe:195""","""mobile:195""","""gender:195""","""age:195""","""rs:195""","""fpd:195""",0.7834725514535928,0.183759416747548,"""dpfpd:195""",0.9751350581531069,0.7312381165996661
196,"""mid:196""",4082681671017498068,"""mun:196""",2317460015917781615,"""dun:196""","""empe:196""","""mobile:196""","""gender:196""","""age:196""","""rs:196""","""fpd:196""",0.6124367528672799,0.022463358900934063,"""dpfpd:196""",0.09649270985743633,0.5000720043313008
197,"""mid:197""",2196928527429176668,"""mun:197""",2591857096295729149,"""dun:197""","""empe:197""","""mobile:197""","""gender:197""","""age:197""","""rs:197""","""fpd:197""",0.438007884259053,0.9154829851049563,"""dpfpd:197""",0.2054626561542727,0.702914827930527
198,"""mid:198""",4336635309391699200,"""mun:198""",8685443574379551565,"""dun:198""","""empe:198""","""mobile:198""","""gender:198""","""age:198""","""rs:198""","""fpd:198""",0.08955778686501577,0.7692554102175037,"""dpfpd:198""",0.018404037976305604,0.09392256985342647
199,"""mid:199""",8769843336475300403,"""mun:199""",583103985801850551,"""dun:199""","""empe:199""","""mobile:199""","""gender:199""","""age:199""","""rs:199""","""fpd:199""",0.5032641471128878,0.797744931979739,"""dpfpd:199""",0.5453866093820224,0.40473685055146047
200,"""mid:200""",1866003358406141496,"""mun:200""",2934588988406802098,"""dun:200""","""empe:200""","""mobile:200""","""gender:200""","""age:200""","""rs:200""","""fpd:200""",0.9511724352303262,0.7912070123859711,"""dpfpd:200""",0.9646698427464975,0.1660286029311165
201,"""mid:201""",2504855395218381734,"""mun:201""",5991972744052607848,"""dun:201""","""empe:201""","""mobile:201""","""gender:201""","""age:201""","""rs:201""","""fpd:201""",0.2558710695632199,0.6164662013388623,"""dpfpd:201""",0.18927726966121622,0.96042849606088
202,"""mid:202""",3288479499029815372,"""mun:202""",8585225526406214932,"""dun:202""","""empe:202""","""mobile:202""","""gender:202""","""age:202""","""rs:202""","""fpd:202""",0.6154037086366806,0.6755204214103049,"""dpfpd:202""",0.7824416824349484,0.06582839048524818
203,"""mid:203""",7049083871933204191,"""mun:203""",6678913872633950807,"""dun:203""","""empe:203""","""mobile:203""","""gender:203""","""age:203""","""rs:203""","""fpd:203""",0.1231719189615159,0.8088521887446851,"""dpfpd:203""",0.5350412597731126,0.5455248138303446
204,"""mid:204""",2015950594470311672,"""mun:204""",466438168653593478,"""dun:204""","""empe:204""","""mobile:204""","""gender:204""","""age:204""","""rs:204""","""fpd:204""",0.6279724526238374,0.6189388463813191,"""dpfpd:204""",0.45813301659344546,0.472300900550716
205,"""mid:205""",7996074157078947158,"""mun:205""",5230009700173940553,"""dun:205""","""empe:205""","""mobile:205""","""gender:205""","""age:205""","""rs:205""","""fpd:205""",0.4063892246730919,0.6080214484445662,"""dpfpd:205""",0.4636380185527241,0.8544671050335831
